Time,Parts0_X,Parts0_Y,Parts0_Z,Parts1_X,Parts1_Y,Parts1_Z,Parts2_X,Parts2_Y,Parts2_Z,Parts3_X,Parts3_Y,Parts3_Z,Parts4_X,Parts4_Y,Parts4_Z,Parts5_X,Parts5_Y,Parts5_Z,Parts6_X,Parts6_Y,Parts6_Z,Parts7_X,Parts7_Y,Parts7_Z,Parts8_X,Parts8_Y,Parts8_Z,Parts9_X,Parts9_Y,Parts9_Z,Parts10_X,Parts10_Y,Parts10_Z,Parts11_X,Parts11_Y,Parts11_Z,Parts12_X,Parts12_Y,Parts12_Z,Parts13_X,Parts13_Y,Parts13_Z,Parts14_X,Parts14_Y,Parts14_Z
137.999862,36.89361,447.9,-10.45123,20.05616,224.4461,-3.095498,0,0,0,-141.969,238.6676,-10.80915,-396.3428,260.317,-93.12299,-681.4816,261.0533,-145.7126,183.9967,214.4247,-10.80911,403.6183,0.1597443,-108.6659,702.9102,-85.44598,-51.06728,-118.4741,-213.4457,1.256189,-186.6664,-574.9185,-238.3088,-236.3296,-977.0829,-452.1009,83.07229,-235.1807,-10.32403,-15.87904,-657.739,-86.22256,27.64758,-1090.18,-0.7079157
138.0665286,25.12564,447.6074,-12.51691,8.356385,224.5453,-5.410055,0,0,0,-153.2172,238.464,-11.8073,-420.688,256.0786,-88.21788,-706.6378,265.6338,-129.2468,172.1286,214.1622,-11.80725,387.6063,-1.258766,-111.7382,687.2043,-86.21052,-58.07235,-129.8291,-213.3592,-0.4817166,-197.7747,-575.0112,-252.0594,-255.9488,-975.7617,-452.6953,90.4188,-232.1677,20.99861,-21.6188,-657.1633,-91.13426,17.55783,-1094.367,-8.569473
138.1331952,26.00853,448.1525,-9.451103,9.720843,225.2784,-3.860567,0,0,0,-154.0727,238.0906,-4.971325,-428.7014,254.1127,-68.8738,-714.6871,266.6654,-88.36476,170.5593,213.3676,-4.971295,384.1993,-2.081879,-121.7953,683.2711,-88.60789,-74.94904,-126.2787,-213.6314,4.156555,-203.4698,-576.0656,-245.8562,-269.864,-975.8183,-443.7014,90.97767,-231.9584,16.93863,-24.79818,-656.2118,-92.6598,18.62886,-1100.339,-10.62456
138.1998618,25.01721,448.0975,-5.140368,10.6547,225.0328,-2.570203,0,0,0,-154.8155,237.4501,-3.176346,-431.3256,253.5573,-64.94287,-714.1057,266.629,-81.35942,170.5411,214.4485,-3.176385,384.2196,-4.580626,-116.6758,681.3849,-89.76607,-62.81186,-123.9132,-214.2562,2.391368,-213.7743,-579.1138,-246.5328,-267.1617,-975.4583,-447.0661,72.38298,-235.411,13.58049,-39.05201,-656.9186,-94.84126,21.72146,-1104.995,-9.435885
138.2665284,10.13314,448.8842,-3.299577,4.881163,224.1794,-2.935923,0,0,0,-160.6249,232.8342,-2.569417,-433.9565,244.5729,-34.71935,-709.9136,264.9639,-15.9599,167.1186,210.9008,-2.569469,379.7136,-3.605048,-107.8372,673.1207,-80.9529,-43.13473,-117.9986,-232.9614,2.486642,-205.7338,-589.8441,-235.6475,-267.5131,-970.5793,-441.4428,78.52691,-234.2863,15.83229,-34.40901,-658.4592,-83.58839,34.30359,-1115.47,5.100487
138.333195,8.911552,449.8661,-3.39482,4.092964,224.352,-1.65325,0,0,0,-163.1273,232.4214,-1.896555,-461.3217,245.2238,-39.81742,-748.7731,271.9452,-9.513602,165.0543,219.0389,-1.896573,385.7206,-6.724894,-105.4802,672.6243,-91.21788,-26.47373,-116.7918,-234.3288,1.451367,-194.597,-589.8573,-234.8116,-262.6508,-973.0735,-444.8626,96.91673,-233.509,16.98482,-22.13507,-660.4275,-79.4962,22.95345,-1108.652,-6.133537
138.3998616,-1.349261,456.1407,-3.768058,0.4194179,227.1132,-3.179434,0,0,0,-169.7408,227.9371,-4.529492,-456.5685,221.4743,-19.54647,-734.076,258.6551,36.62209,165.2975,224.426,-4.529537,385.9563,-10.20343,-87.96681,670.9331,-96.97743,7.597713,-112.2148,-222.7513,-8.441781,-191.1295,-596.4527,-234.5847,-247.8779,-960.3655,-460.1179,100.5723,-229.4061,6.88858,-16.71654,-659.3641,-79.41894,14.59037,-1108.067,-22.20466
138.4665282,-7.373019,461.3016,-0.9267725,-1.142153,225.6444,-2.048732,0,0,0,-169.0291,234.0337,-3.412753,-451.8745,197.6253,-20.82996,-717.4884,247.1498,54.6133,163.0424,225.7833,-3.412732,376.3099,-16.10641,-70.15466,659.1494,-105.1232,37.17204,-117.2581,-226.1347,0.3299974,-169.3539,-600.3527,-227.5599,-222.8541,-959.7291,-458.3757,104.0352,-230.1687,-2.438632,-7.656823,-661.3784,-85.72079,16.6157,-1106.069,-27.12495
138.5331948,-23.25473,462.4133,4.206152,-8.077567,227.5234,3.729558,0,0,0,-174.2879,223.368,2.145185,-433.4338,138.2777,11.21773,-660.9555,200.8691,148.4043,156.5059,232.4839,2.145181,357.761,-13.12731,-41.7522,632.3308,-106.8719,70.40549,-116.9675,-226.2066,-13.06909,-178.2593,-613.5857,-217.7958,-224.7725,-959.8586,-457.7094,109.2852,-225.9434,-6.467,-6.364891,-664.3008,-61.1312,-0.7370166,-1097.268,-11.55867
138.5998614,-31.88468,459.0653,-1.700324,-12.83401,227.1269,0.7801336,0,0,0,-179.2117,218.3914,-0.7589478,-390.9775,114.6365,-8.524969,-580.8382,171.2261,118.2828,150.6263,235.9062,-0.758935,353.867,-22.30849,-28.93127,619.5468,-115.171,105.6663,-89.43304,-230.2537,1.815598,-164.5269,-620.3715,-212.8537,-184.9845,-964.8286,-467.5089,113.9083,-228.2681,-3.098384,2.25302,-654.9904,-66.02134,-2.785857,-1088.785,-22.99589
138.666528,-17.19383,457.5896,-8.535352,-13.18568,227.4291,-10.55591,0,0,0,-176.1083,219.8877,-8.561033,-371.0188,51.88538,44.36664,-569.377,109.5949,209.7594,145.7142,236.9687,-8.56102,333.65,-17.27653,-34.04046,598.1973,-126.2926,190.7736,-81.98189,-235.6323,6.678424,-117.3947,-634.7819,-196.1608,-117.5219,-976.1331,-455.4542,115.4806,-226.3772,2.071928,18.35706,-653.6012,-86.01398,20.91645,-1098.566,46.5902
138.7331946,-36.58006,455.1118,-12.53773,-19.09317,226.7232,-7.276969,0,0,0,-181.846,218.1096,-7.829071,-372.2606,44.24288,63.50947,-562.7202,85.98984,260.4416,141.9932,241.4053,-7.829073,348.4461,-30.10476,-15.91498,598.9111,-132.699,172.854,-83.07264,-237.859,13.28733,-121.4558,-640.5803,-189.0995,-124.902,-989.8898,-451.3755,111.3218,-222.4562,15.75059,16.55641,-658.2672,-81.83146,13.60126,-1092.792,33.86214
